vidid	adview
VID_3644	5
VID_1514	1
VID_22481	2
VID_14913	9
VID_16026	6
VID_17704	4
VID_17379	1
VID_6630	2
VID_15734	1
VID_1494	2
VID_21836	1
VID_14953	1
VID_15288	3
VID_9404	266469
VID_5406	6
VID_1817	1
VID_19464	2
VID_5768	1
VID_19788	1
VID_10808	2
VID_17505	1
VID_15995	1
VID_7354	2
VID_20351	5
VID_4782	1
VID_15485	2
VID_8619	1
VID_22605	1
VID_20207	10
VID_3174	19
VID_23315	1
VID_12199	1
VID_17773	1
VID_12548	20
VID_11431	3
VID_6709	2
VID_10822	1
VID_8464	2
VID_11700	1
VID_15946	3
VID_22427	11
VID_3670	1
VID_19079	577
VID_16611	19
VID_17858	1
VID_20749	1
VID_6217	4
VID_17338	2743
VID_5399	98
VID_5468	1
VID_3557	5
VID_23505	1
VID_12088	2
VID_7221	2
VID_18481	43534
VID_13192	1
VID_16863	1
VID_5054	3
VID_12975	1
VID_21783	3
VID_9357	109
VID_8894	1
VID_3305	1
VID_4707	1
VID_8448	3
VID_17151	1
VID_9846	57
VID_15154	117
VID_16794	1
VID_121		8
VID_7847	1
VID_16209	2
VID_18075	5
VID_2791	1
VID_2802	1
VID_18955	1
VID_15870	9
VID_3808	12
VID_22619	4
VID_18407	1
VID_4381	1
VID_5156	2
VID_8299	1
VID_4166	1
VID_339		1
VID_8476	2
VID_10494	1
VID_15819	2
VID_16240	32
VID_4179	3
VID_19261	1
VID_13150	1
VID_23213	1
VID_19387	5
VID_18482	1
VID_21176	1
VID_12966	1
VID_8887	9
VID_19996	1
VID_18408	107
VID_8276	3
VID_6352	114499
VID_6445	1
VID_20387	1
VID_9546	5
VID_21790	13
VID_7654	10
VID_16712	89
VID_10840	19306
VID_19999	1
VID_13822	3
VID_18980	792
VID_10008	4
VID_4530	6
VID_16351	1
VID_15778	4
VID_21149	1
VID_4818	1
VID_11049	9
VID_7002	2
VID_878		1
VID_11984	5
VID_15141	5
VID_218		5
VID_11124	1
VID_16095	15
VID_18327	3
VID_11341	3
VID_9023	2
VID_12220	3
VID_22437	1
VID_16257	14
VID_16551	6
VID_18659	1
VID_21731	3
VID_16612	1
VID_741		1
VID_4741	24
VID_15437	3
VID_16979	3
VID_6796	8
VID_22820	3420
VID_3926	12
VID_3214	5
VID_22874	1
VID_10811	9
VID_8140	1
VID_16038	2
VID_3998	1
VID_5744	13
VID_797		1
VID_4270	1
VID_5027	2
VID_16970	4
VID_13237	3
VID_19787	1
VID_2360	1
VID_17808	2
VID_22556	2
VID_6448	1
VID_12337	8
VID_19338	2
VID_18567	2
VID_5157	21
VID_19874	1436
VID_6210	2
VID_13174	814
VID_20275	1
VID_4834	28
VID_10627	2
VID_8658	1
VID_16787	1
VID_4001	1
VID_3869	2
VID_10192	16
VID_10191	2
VID_20157	1
VID_633		1
VID_20398	1
VID_620		2
VID_17579	1
VID_15683	1
VID_22472	9
VID_16133	2
VID_2723	117
VID_23463	633
VID_19433	4
VID_1258	12
VID_19005	1
VID_13785	2
VID_13072	1
VID_17216	4
VID_18241	9
VID_695		1
VID_7968	163
VID_11393	2
VID_9040	2
VID_17373	5
VID_23010	2
VID_9034	3
VID_10678	1
VID_9438	1
VID_18624	6
VID_23585	1
VID_22259	1
VID_12381	259
VID_23529	1
VID_8433	18
VID_6543	5
VID_17147	3
VID_9693	6
VID_11400	1
VID_14868	1
VID_22158	4
VID_12391	17
VID_13194	1
VID_18136	3
VID_7356	1
VID_2548	1
VID_21902	2
VID_1017	1
VID_11027	4
VID_5825	1
VID_2288	1
VID_5896	31
VID_8107	9709
VID_7877	1
VID_6636	1
VID_19179	1
VID_20492	1
VID_22422	2
VID_4835	1
VID_10209	2
VID_10051	12
VID_21646	1
VID_20903	53
VID_6143	341
VID_3154	1
VID_4902	9
VID_21950	1
VID_4699	8062
VID_18711	3
VID_12978	2722
VID_3507	20
VID_20562	1
VID_20961	1
VID_16426	13
VID_23661	6554
VID_1678	1
VID_7006	1
VID_11426	8
VID_8634	1
VID_14700	1
VID_1770	20
VID_13216	3
VID_22569	1
VID_715		1
VID_18368	1
VID_11494	1
VID_15003	1
VID_21715	1
VID_4169	3
VID_22264	3
VID_2968	5
VID_12447	149
VID_9778	20
VID_15121	1
VID_3824	8
VID_6956	5
VID_4669	11
VID_16711	1
VID_3694	1
VID_6768	3
VID_4194	5
VID_19571	20
VID_9057	52
VID_23283	4
VID_14692	2
VID_6076	1
VID_3807	11
VID_9145	1
VID_20159	5
VID_10295	3
VID_3501	4
VID_19021	1
VID_18643	181
VID_9490	1
VID_2822	4
VID_19575	2
VID_2973	1
VID_12902	2
VID_5057	2
VID_20090	1
VID_7915	1
VID_19371	1
VID_7190	11298
VID_19870	1
VID_9870	1
VID_8285	2
VID_18128	1
VID_207		1
VID_23719	1
VID_21477	1
VID_1009	3
VID_15931	1
VID_22917	1
VID_4589	39
VID_8458	1
VID_2796	1
VID_15542	2
VID_22408	10651
VID_15124	73
VID_17825	5247
VID_473		3210
VID_10437	9
VID_1701	1
VID_7055	1
VID_16785	1
VID_5662	2
VID_20873	6
VID_1767	8
VID_17638	3
VID_7439	1
VID_22736	3
VID_2063	7
VID_6782	2
VID_8267	1
VID_16222	1
VID_19217	1
VID_5556	1
VID_2781	3
VID_3398	2
VID_20734	8895
VID_12911	2
VID_21097	1462
VID_12933	1861
VID_3493	9
VID_3974	15
VID_10334	1
VID_22024	7
VID_18595	1
VID_22391	2
VID_6879	2
VID_11227	1
VID_17843	3786
VID_422		112
VID_10140	2
VID_18713	2
VID_21126	3
VID_19326	57
VID_23094	142
VID_21607	7
VID_2816	1
VID_12093	4
VID_8251	144
VID_18894	1
VID_19060	1
VID_8749	14
VID_9961	2
VID_15789	2
VID_17148	23
VID_20463	4
VID_11779	5
VID_19291	2
VID_12264	7
VID_7103	1
VID_15427	3
VID_1957	13
VID_13701	4
VID_11675	7
VID_5046	1
VID_16314	17
VID_18123	1
VID_19678	13
VID_10699	4
VID_9360	1
VID_7925	1
VID_14266	6
VID_12351	8859
VID_8375	2
VID_13085	1
VID_14627	1
VID_7660	3
VID_13442	3
VID_18465	1
VID_15695	2
VID_7070	5
VID_15025	1
VID_21116	1
VID_21453	4
VID_18774	1
VID_16756	1
VID_5096	22
VID_4248	3
VID_18169	3
VID_21841	1
VID_12781	2
VID_16370	1
VID_15825	1
VID_403		4
VID_4781	6
VID_12345	1
VID_15538	4
VID_14025	5
VID_16936	2
VID_20095	1317
VID_7438	1
VID_11729	1
VID_4999	1
VID_7607	5
VID_5689	11
VID_3281	4
VID_9112	1
VID_8994	26
VID_15996	12
VID_9323	1
VID_18362	4
VID_11186	7
VID_10392	5
VID_1255	29
VID_23346	5
VID_9832	7678
VID_9940	3
VID_9643	174499
VID_16938	5
VID_1290	2
VID_3426	1
VID_4630	735
VID_21321	1
VID_21885	1
VID_7089	3
VID_11630	4
VID_13119	1
VID_20792	14
VID_17330	8
VID_7240	7
VID_2772	1
VID_11850	2
VID_20200	1
VID_15212	1
VID_6943	2
VID_20897	2416
VID_1388	6852
VID_10288	1
VID_16511	208
VID_18946	1
VID_16479	18
VID_7422	6
VID_21044	6195
VID_1022	5
VID_8836	1
VID_15949	1
VID_12758	9
VID_9653	11
VID_19118	6
VID_13758	57
VID_3984	8
VID_20795	3
VID_23747	1
VID_8467	6
VID_14253	14
VID_16822	2
VID_6401	2
VID_7485	1
VID_23700	18
VID_2664	2
VID_6590	1
VID_3594	2
VID_12185	4
VID_10863	1
VID_13128	25
VID_17394	1
VID_10118	4
VID_3559	5
VID_13498	1497349
VID_14367	16
VID_20405	2
VID_16195	25
VID_17500	1
VID_1706	5
VID_1051	2
VID_15107	1567
VID_3247	9
VID_974	1
VID_7247	2
VID_20898	18
VID_5140	22
VID_5354	2
VID_862		3218
VID_3770	1
VID_13847	1
VID_6902	2
VID_10510	12
VID_20502	1
VID_16813	14
VID_15686	1
VID_6504	1
VID_22493	2
VID_21264	1
VID_2210	1
VID_15908	5
VID_22634	1
VID_3721	1
VID_15698	1
VID_17683	3
VID_3146	1
VID_11479	1
VID_23671	2
VID_7740	1
VID_1291	3
VID_22681	1
VID_19585	4
VID_22393	1
VID_13111	23
VID_23369	1
VID_18885	1
VID_5195	2
VID_19343	8
VID_11184	1
VID_12810	1
VID_7882	1
VID_16066	336
VID_18688	2
VID_19392	20
VID_19633	1
VID_991		2
VID_6997	2
VID_17271	3
VID_6893	1
VID_6487	73
VID_18737	1
VID_16886	1
VID_17757	2
VID_4288	8
VID_8491	4
VID_9226	1
VID_11228	1
VID_22329	4518
VID_16365	2
VID_16461	1
VID_8243	2
VID_13703	175
VID_8413	1
VID_20510	1
VID_11330	2
VID_15735	107
VID_11622	53
VID_10581	1
VID_11038	1
VID_20957	1
VID_1676	1
VID_4613	18304
VID_16008	9
VID_3584	2
VID_1864	471
VID_13943	5
VID_16911	1
VID_14835	9
VID_21499	1
VID_1744	16
VID_21489	6
VID_9505	1
VID_7855	3
VID_8220	1
VID_20726	1
VID_17091	1
VID_2596	2
VID_6602	4
VID_12640	5
VID_7351	1
VID_20717	1
VID_20830	16
VID_22439	4
VID_1886	2
VID_13200	6
VID_23246	2
VID_11303	1861
VID_1637	96
VID_4191	5
VID_3250	1
VID_19430	1
VID_22757	1
VID_2532	1
VID_22753	1
VID_14870	1
VID_1337	2
VID_23507	1
VID_7383	2
VID_21221	1
VID_2649	2
VID_18849	1
VID_21545	1
VID_15540	4
VID_1980	30
VID_20833	3
VID_20003	1
VID_21982	5
VID_22599	1
VID_1466	246
VID_1750	1
VID_17845	1
VID_11487	5
VID_11878	1
VID_8818	1
VID_17025	1
VID_11500	17655
VID_17632	1
VID_6335	54363
VID_16115	1
VID_6845	1
VID_8653	1
VID_23248	8
VID_14433	1
VID_3042	1
VID_8705	1
VID_13634	1
VID_20550	11
VID_7395	1
VID_11989	15
VID_3014	4
VID_8278	1
VID_14650	2
VID_9617	3
VID_17279	9596
VID_952		1
VID_140		1
VID_22429	2
VID_2263	1
VID_19823	5
VID_1674	3
VID_1620	3
VID_9818	4
VID_18530	2
VID_11895	5
VID_421		8
VID_9466	8
VID_17602	1
VID_3845	1
VID_11953	8618
VID_22966	1
VID_4585	9
VID_9050	150
VID_19062	1
VID_21585	3
VID_19472	15
VID_23199	2
VID_6044	2
VID_11301	6550
VID_13916	1
VID_15461	1
VID_16969	4
VID_18216	2
VID_20536	1
VID_4122	6
VID_16694	2
VID_5176	4
VID_21605	1
VID_509		3
VID_13572	3
VID_16957	54
VID_9876	3
VID_5737	12
VID_19766	10
VID_19778	1
VID_12550	1
VID_8287	2
VID_22506	16
VID_2524	7
VID_7535	9
VID_13143	1
VID_23761	1
VID_14063	1
VID_6909	4
VID_12319	6
VID_11749	1
VID_17725	2
VID_6462	1
VID_16633	1
VID_16391	1
VID_4603	1
VID_2279	3
VID_15072	2
VID_21812	12
VID_4986	1
VID_23509	1
VID_21852	4
VID_2743	1
VID_2506	1
VID_1351	206
VID_806		51
VID_845		9
VID_19892	1
VID_13970	91
VID_19321	12
VID_10265	1
VID_4576	1
VID_14221	3
VID_15855	7
VID_10644	1
VID_19372	6
VID_5167	1
VID_467		17
VID_7271	9
VID_20206	2039
VID_23132	5
VID_19688	1
VID_3487	1
VID_20701	2
VID_13525	1
VID_4076	1
VID_3026	1
VID_5349	1
VID_21331	2
VID_12561	6509
VID_19216	1
VID_14353	1
VID_1753	5
VID_1505	1
VID_20767	3
VID_3187	5
VID_573		3
VID_12147	1
VID_16065	1
VID_2897	3
VID_8435	1
VID_20803	540
VID_18457	69
VID_1843	1
VID_7725	2
VID_5479	2
VID_13088	2
VID_11708	1
VID_6035	21
VID_12426	1
VID_5651	2
VID_382		3210
VID_5139	1
VID_4575	1
VID_7543	5
VID_8900	3
VID_2939	32097
VID_10575	1
VID_16411	5
VID_5060	1
VID_23060	1
VID_5148	1
VID_14243	1
VID_150		2
VID_2460	2
VID_8473	1
VID_15463	1
VID_3821	1
VID_20967	1
VID_1169	4
VID_5090	3
VID_640		1
VID_3538	17
VID_7633	21
VID_13520	4
VID_5161	1
VID_8585	1
VID_6573	6
VID_1715	1
VID_21369	7
VID_20228	1
VID_4864	2
VID_5282	4
VID_3509	4
VID_21917	2
VID_22475	3008
VID_5872	7
VID_20544	3
VID_22972	5
VID_3966	2
VID_17079	3
VID_15780	3423
VID_22901	16527
VID_20557	10
VID_11221	2
VID_18963	1
VID_13992	3
VID_21660	4518
VID_4753	8
VID_7803	5
VID_14124	1
VID_19041	2
VID_11030	5
VID_13826	6
VID_6478	13
VID_10196	1
VID_10098	3
VID_16088	2
VID_3716	1
VID_16741	2
VID_10561	1
VID_12794	1
VID_4121	359
VID_595		14
VID_20627	1
VID_12260	28
VID_18856	34
VID_5722	2
VID_2613	1
VID_17559	21
VID_1221	2
VID_8210	2
VID_15497	6
VID_9615	1
VID_21		1
VID_13138	7
VID_5442	2
VID_14541	4
VID_782		16
VID_3270	8
VID_11097	8
VID_1582	70
VID_14403	1
VID_9916	1
VID_21763	30
VID_19126	1
VID_20631	3
VID_9577	19
VID_7170	4
VID_1334	9
VID_18537	1
VID_4341	2
VID_19408	1
VID_18330	6894
VID_8528	1
VID_11628	3
VID_3444	1
VID_6934	1
VID_11638	9
VID_12731	17
VID_17261	1
VID_8181	6
VID_485	1
VID_19748	2
VID_17180	4
VID_11171	1
VID_4561	2
VID_8483	1
VID_12085	1
VID_21003	1
VID_17589	1
VID_6507	1
VID_15101	15
VID_5576	13
VID_2828	4951
VID_17756	4086
VID_17893	1
VID_8745	341
VID_23565	3
VID_11642	17
VID_10176	10
VID_22978	4
VID_5276	1
VID_19178	9
VID_8917	3
VID_6830	2
VID_12984	85
VID_14382	6
VID_23092	10
VID_20337	2125
VID_8155	5
VID_9254	1
VID_14477	3
VID_9412	2
VID_21525	1
VID_16779	59
VID_6980	1
VID_23676	23927
VID_4620	1
VID_9444	5
VID_19245	1
VID_23079	1
VID_19440	7
VID_12843	13
VID_10535	3
VID_4454	1
VID_19838	3
VID_15979	1
VID_5131	17
VID_16914	1
VID_3565	1
VID_9250	9
VID_9319	1
VID_8579	1
VID_12492	40
VID_11274	24
VID_344	1
VID_12326	1
VID_20844	8
VID_12795	1
VID_1880	3
VID_9528	2
VID_15000	1
VID_13555	7
VID_23007	2
VID_21730	2
VID_14800	29
VID_20283	1
VID_15092	1
VID_11319	3
VID_14250	1
VID_15481	2
VID_2275	1
VID_19697	1
VID_17907	1
VID_3482	2
VID_11970	3
VID_447		13227
VID_15075	98
VID_16514	2
VID_8305	251
VID_12219	8
VID_14358	5
VID_771		1
VID_11177	1
VID_16404	1
VID_1384	3
VID_7461	5
VID_6715	123201
VID_3756	21
VID_11198	1
VID_21752	4
VID_60		1
VID_529		1
VID_19721	2
VID_15164	2
VID_6683	1
VID_11137	1
VID_20212	1
VID_12844	1
VID_6439	2
VID_8543	12
VID_18672	181
VID_18178	6
VID_23567	3
VID_5316	10
VID_14029	31
VID_17924	1
VID_17516	1
VID_10619	2
VID_13580	4
VID_13923	1
VID_10723	3
VID_15057	1
VID_17841	3786
VID_22968	3366
VID_791		2
VID_617		1
VID_4383	1
VID_23611	1
VID_20396	10
VID_2123	1
VID_5815	1
VID_3671	4
VID_802		1
VID_17002	1
VID_10565	2
VID_6828	1
VID_6426	1
VID_16005	1
VID_8947	5
VID_149		1
VID_9661	4
VID_3674	8
VID_9102	1
VID_23375	1
VID_6236	3
VID_9935	4
VID_15403	2
VID_2985	2
VID_13620	4
VID_2093	2
VID_3067	1
VID_6724	11
VID_10706	10
VID_12871	4
VID_2523	6
VID_17781	1181
VID_15348	5
VID_262		1
VID_11547	109
VID_1121	10
VID_402		1
VID_8223	1
VID_22197	1
VID_10907	20
VID_7503	1
VID_5978	2
VID_5952	4
VID_916		1
VID_16769	4
VID_2954	3
VID_4046	2
VID_17053	1
VID_5404	1
VID_7077	3
VID_84		4
VID_17087	2
VID_5579	2
VID_14726	15
VID_17621	1
VID_5885	1
VID_20203	1
VID_7701	2
VID_20099	5
VID_3236	10
VID_19013	1
VID_21688	11679
VID_13544	2
VID_15586	1
VID_6249	14
VID_3969	1
VID_2728	233
VID_12235	3
VID_16067	1
VID_15083	1
VID_21143	33
VID_7389	4
VID_7405	3
VID_19975	21
VID_13595	2
VID_19444	4
VID_17191	2
VID_13991	1
VID_12365	190
VID_2629	2
VID_9543	2
VID_17398	5
VID_16943	2
VID_3972	2
VID_18675	3
VID_3624	1
VID_5407	4
VID_15170	1
VID_8886	3
VID_10579	16
VID_6658	3
VID_22386	3
VID_18513	36
VID_19074	2
VID_8524	1
VID_12135	1
VID_1718	4
VID_7412	2
VID_8309	4
VID_182		2
VID_13436	262
VID_16904	1
VID_13214	1
VID_294		1
VID_8478	2
VID_10481	3
VID_18958	1
VID_12424	1
VID_9387	1
VID_10460	1
VID_7164	9
VID_4706	1
VID_14480	4
VID_1446	3
VID_1995	9
VID_2425	7
VID_22544	2
VID_11975	2
VID_675		4
VID_19755	18
VID_10646	69
VID_2549	2
VID_5480	141
VID_4514	2
VID_10899	3
VID_3573	3
VID_5753	3
VID_23596	11
VID_16203	3
VID_2463	2
VID_21807	10
VID_16103	7
VID_21266	1
VID_5365	3
VID_7497	3
VID_13829	1
VID_18382	1
VID_5014	3
VID_19879	1
VID_20333	2
VID_23578	10
VID_2338	1
VID_8743	1
VID_15709	1
VID_16774	38
VID_2756	10
VID_20158	1
VID_15226	7
VID_15620	10
VID_15878	50
VID_13221	2
VID_9764	1
VID_1130	14
VID_13049	6
VID_1953	16
VID_10645	1
VID_3810	6
VID_3280	1
VID_4655	1
VID_20083	4
VID_22404	16
VID_2978	1
VID_22782	2
VID_18288	5
VID_20440	1
VID_6156	1
VID_15748	1
VID_8635	3039
VID_23031	1
VID_7806	10
VID_11158	2
VID_3708	1
VID_21878	4
VID_23630	26
VID_13965	380
VID_21867	3
VID_21630	1
VID_10037	2
VID_5425	4
VID_6579	5
VID_5783	4
VID_19091	6
VID_250		5
VID_13899	3
VID_20798	11
VID_1969	1
VID_4460	1
VID_21761	3
VID_13914	6
VID_5083	2
VID_12574	97
VID_11835	1
VID_16824	2
VID_22797	1823
VID_7920	1
VID_17282	1
VID_16013	4
VID_11445	5
VID_11855	231
VID_11652	1
VID_14294	2
VID_4043	1
VID_4360	4
VID_9338	5370
VID_3401	1
VID_656		1
VID_17280	1
VID_1791	11
VID_9731	1
VID_16630	1
VID_17694	1
VID_14683	3
VID_1854	1
VID_2142	6
VID_4338	3
VID_17744	4
VID_2867	1
VID_20972	4
VID_22792	1
VID_4274	16
VID_20146	1
VID_18434	39
VID_9708	1
VID_5536	3
VID_22983	1
VID_17625	16
VID_16869	2
VID_22047	1
VID_3140	10
VID_3813	31
VID_3999	1
VID_20787	1
VID_11409	1
VID_20163	1
VID_22369	1
VID_7500	1
VID_7724	1
VID_20622	1
VID_18177	1
VID_4787	8
VID_2530	2
VID_23542	1859
VID_6939	138
VID_19746	1
VID_19366	6
VID_7090	4
VID_12786	1707
VID_10466	17
VID_21665	1
VID_4258	7
VID_19098	2
VID_17372	13
VID_19771	2
VID_1521	4
VID_19360	2
VID_10218	24
VID_4273	3
VID_19121	367
VID_4504	1
VID_7872	1
VID_8376	1
VID_13006	2
VID_9889	14863
VID_11601	20
VID_12677	1
VID_3941	2
VID_14479	27
VID_10233	7
VID_22319	1
VID_6651	5
VID_11533	1
VID_8788	2
VID_21046	2
VID_3618	1
VID_7785	1
VID_12889	2
VID_15641	1
VID_10320	1
VID_3075	17
VID_10421	1
VID_21437	4
VID_3389	3
VID_22527	8351
VID_476		1
VID_6802	4
VID_6450	8
VID_10408	3
VID_20323	4
VID_19756	33168
VID_19544	2
VID_29		5
VID_15618	1
VID_23702	18
VID_15624	1
VID_19539	2
VID_9836	1
VID_19666	2
VID_6113	65
VID_12918	1
VID_20877	39
VID_15887	1
VID_8281	3
VID_10546	5
VID_16654	4
VID_23331	2
VID_13612	91
VID_14676	1
VID_10086	1
VID_19352	39
VID_10072	10
VID_10685	2
VID_11811	11
VID_13370	12
VID_15195	13
VID_8548	1
VID_20518	9801
VID_19090	12
VID_6508	4
VID_20863	4
VID_2418	1
VID_17359	48626
VID_17189	2
VID_20993	1780
VID_4455	8
VID_6916	1
VID_6176	13
VID_22038	8
VID_21913	1
VID_17024	1
VID_14160	1
VID_19848	1
VID_22308	24650
VID_15318	1
VID_15886	1
VID_15011	1
VID_8404	1
VID_16132	1
VID_9328	2
VID_22524	13
VID_3491	6
VID_22120	1
VID_14351	1
VID_19686	4
VID_14035	2
VID_6583	2
VID_12274	1
VID_12301	54
VID_13408	1
VID_21313	1
VID_2367	1
VID_14861	3
VID_9910	5783
VID_11639	1
VID_19814	2
VID_7534	2
VID_22291	3
VID_3744	1
VID_7588	2
VID_12490	6
VID_11462	7
VID_7763	1
VID_2775	1
VID_16924	11
VID_5175	1
VID_18363	1
VID_698	6
VID_17321	6
VID_4651	1
VID_9566	17
VID_14177	2
VID_12566	12
VID_12354	5306
VID_6053	2
VID_23233	2
VID_21906	3
VID_1884	206
VID_3635	2
VID_17160	1
VID_10798	57
VID_1730	5
VID_16601	2
VID_11310	3
VID_17445	2025
VID_8479	1
VID_13055	2
VID_18835	4
VID_13783	3
VID_11737	4
VID_48		19852
VID_16453	4
VID_18302	3
VID_4140	13
VID_2001	11
VID_15636	1
VID_14764	24
VID_11110	5
VID_13381	1
VID_8468	203
VID_11128	1
VID_3666	1
VID_18029	4
VID_15330	68
VID_3431	3
VID_17766	3
VID_22846	9
VID_16463	113
VID_21316	1
VID_13310	1
VID_8202	5
VID_11210	2
VID_14630	1
VID_22366	101
VID_2253	1
VID_4197	3
VID_21955	1
VID_5113	18
VID_5524	1
VID_6349	23
VID_21057	2
VID_17348	1
VID_5794	1
VID_11215	1
VID_2355	1
VID_21793	14
VID_6388	11
VID_1393	3
VID_17997	2
VID_22688	3
VID_4511	15
VID_18605	5
VID_2699	1
VID_21101	13
VID_19946	4
VID_23078	3
VID_2610	12
VID_1859	2
VID_3438	11
VID_17493	1
VID_18444	1
VID_23656	5
VID_1534	5
VID_19611	1
VID_1915	55
VID_350		1
VID_7003	3
VID_21006	36
VID_11266	1
VID_9475	1
VID_11371	92
VID_17526	30
VID_16317	1
VID_1288	6
VID_6290	53
VID_11810	1
VID_10363	21
VID_19805	2
VID_23149	3
VID_20139	577
VID_12653	1
VID_23504	1
VID_7720	1
VID_19871	3
VID_3364	3
VID_21471	4
VID_18057	2
VID_8029	1
VID_23746	2
VID_1318	3
VID_1237	1
VID_12081	14
VID_9786	1
VID_16920	1
VID_6533	177
VID_6137	11
VID_16261	3423
VID_15307	1
VID_4312	17
VID_3133	6
VID_19877	3
VID_9875	10906
VID_14567	2
VID_6408	5
VID_9941	1
VID_8735	1
VID_14373	25
VID_1206	1
VID_13749	1
VID_1832	1
VID_18021	2
VID_11418	6
VID_9425	1
VID_4547	9
VID_14830	1
VID_14790	1
VID_8135	3
VID_14495	46
VID_20656	5
VID_12536	24
VID_3827	28
VID_16216	4
VID_19271	4
VID_14561	2
VID_8007	2
VID_7146	6
VID_10217	2
VID_829		1
VID_15473	2
VID_11235	1
VID_7980	1
VID_17478	1
VID_15769	1
VID_10817	1
VID_18668	6
VID_14181	16
VID_5463	1
VID_14925	8
VID_6009	32
VID_1866	2
VID_2884	1
VID_14846	1
VID_21587	11
VID_2516	1
VID_16816	1
VID_3317	1
VID_7158	7
VID_20684	1
VID_20778	1
VID_16845	5
VID_15126	1
VID_375		1
VID_15560	1
VID_7149	1
VID_13632	83506
VID_11069	2
VID_22745	1
VID_22478	7
VID_1479	45
VID_17569	4
VID_13769	23
VID_8916	7
VID_23544	1
VID_3163	12
VID_9516	1
VID_12250	16
VID_3682	1
VID_17864	3
VID_13035	1
VID_9236	1
VID_12820	1
VID_6561	2
VID_23555	41
VID_4767	1
VID_3419	1
VID_6766	4
VID_21078	16
VID_4021	18
VID_3228	1
VID_21247	1
VID_10223	1
VID_21180	7
VID_22032	1
VID_21329	1
VID_8011	1
VID_22770	1
VID_15059	1
VID_19257	6
VID_185		1
VID_16802	13
VID_17286	3
VID_2703	2
VID_13671	1
VID_15125	2
VID_10389	47
VID_22094	1
VID_9569	335
VID_22338	5
VID_19116	9
VID_6127	1
VID_21196	4
VID_17866	1
VID_9645	45
VID_20530	1
VID_13015	5
VID_13441	1
VID_17355	5408
VID_11003	2
VID_17352	2469
VID_6990	2
VID_16152	2
VID_12898	1
VID_10309	2
VID_15334	7
VID_8787	9
VID_13369	1
VID_13890	1
VID_16104	29
VID_14844	6
VID_11280	1
VID_13290	2
VID_7508	1
VID_15814	1
VID_23261	2167
VID_12177	3
VID_16219	11
VID_20029	1
VID_18308	2
VID_6616	2
VID_7179	14
VID_6229	7
VID_19741	1
VID_5039	23927
VID_7367	10
VID_13183	1
VID_1833	2
VID_4245	39
VID_21702	2
VID_4192	2
VID_17959	1
VID_5387	1
VID_9648	9
VID_17540	1
VID_7064	3
VID_1044	13
VID_16251	1
VID_2860	5
VID_1119	55
VID_18939	1
VID_21036	5
VID_10672	2
VID_10391	3
VID_17485	1
VID_9306	2
VID_819		12
VID_19915	1
VID_9189	1
VID_13475	2
VID_3698	8
VID_11842	3
VID_2057	5
VID_10444	10
VID_12534	1
VID_14143	6
VID_5637	4
VID_8689	17
VID_10135	3
VID_1726	22
VID_14122	2
VID_14080	18
VID_20129	2
VID_19564	3
VID_7206	308
VID_2488	1
VID_12342	12
VID_849		6
VID_11976	1
VID_9936	4
VID_6119	2
VID_23735	10
VID_6900	8
VID_8143	6
VID_23689	2
VID_10727	1
VID_13319	29
VID_11538	4
VID_23606	1
VID_16780	1
VID_16704	48
VID_17689	10
VID_13997	2
VID_23252	3
VID_2316	12987
VID_7160	1
VID_20175	3
VID_23646	3
VID_6348	3
VID_2251	1
VID_12654	4
VID_22706	2
VID_14796	1
VID_51		1
VID_973		2
VID_16241	2
VID_12269	4
VID_19867	3
VID_3289	18
VID_18656	11
VID_7118	1
VID_23420	2
VID_16163	2
VID_15300	1
VID_18321	99
VID_19595	3
VID_17240	1
VID_7385	3
VID_18598	5
VID_10879	2
VID_14115	1
VID_21427	39
VID_3758	6
VID_3321	1
VID_6045	5
VID_20661	13
VID_8711	2
VID_18750	2
VID_2458	1
VID_5620	1
VID_6824	6
VID_22940	1
VID_6425	9
VID_17903	1
VID_14416	1
VID_2265	12
VID_16740	1
VID_17291	3
VID_14944	1
VID_13823	2
VID_18886	161
VID_12117	4
VID_9560	1
VID_8351	1
VID_10423	1
VID_1428	45
VID_9201	1
VID_20259	1
VID_6723	1
VID_14005	1
VID_2982	1
VID_16262	1
VID_23535	2
VID_1170	6
VID_3334	16
VID_240	1
VID_11826	913
VID_21086	5
VID_19131	6
VID_4413	4
VID_18430	1
VID_3705	1
VID_1788	2
VID_12413	5
VID_18749	2677
VID_16182	2
VID_1103	25
VID_21448	1
VID_1015	1
VID_16883	1
VID_7406	2
VID_22175	1
VID_205	27
VID_3848	33
VID_16058	1
VID_3370	2
VID_2145	6
VID_6743	1
VID_5430	1
VID_18043	4
VID_6515	680
VID_18544	1
VID_21075	3720
VID_10220	1
VID_17715	1
VID_125		2
VID_19772	8
VID_20878	1
VID_11965	3
VID_23718	3
VID_15547	1
VID_18641	5
VID_20070	5
VID_12694	1
VID_19989	1
VID_5880	4
VID_18755	1
VID_10949	4
VID_1905	138
VID_299		1
VID_10501	4
VID_11485	6
VID_130		2
VID_10001	1
VID_1636	1
VID_318		1
VID_2602	3
VID_2931	26
VID_5852	1
VID_8176	2
VID_6542	1
VID_17319	16
VID_20087	68
VID_507		1
VID_11894	3
VID_19732	1
VID_5818	2
VID_22864	5
VID_8551	814
VID_5465	1
VID_20524	1
